"Username","Item_type","encoding","scored"
"CatalinaTrevizo","List Item","read",1
"CatalinaTrevizo","List Item","read",1
"CatalinaTrevizo","List Item","read",1
"CatalinaTrevizo","List Item","read",1
"CatalinaTrevizo","List Item","read",1
"CatalinaTrevizo","List Item","read",1
"CatalinaTrevizo","List Item","read",1
"CatalinaTrevizo","List Item","read",1
"CatalinaTrevizo","List Item","read",0
"CatalinaTrevizo","List Item","read",0
"CatalinaTrevizo","List Item","read",1
"CatalinaTrevizo","List Item","read",1
"CatalinaTrevizo","List Item","read",1
"CatalinaTrevizo","List Item","read",1
"CatalinaTrevizo","List Item","read",0
"CatalinaTrevizo","List Item","read",1
"CatalinaTrevizo","List Item","read",1
"CatalinaTrevizo","List Item","read",1
"CatalinaTrevizo","List Item","read",1
"CatalinaTrevizo","List Item","read",0
"CatalinaTrevizo","List Item","read",1
"CatalinaTrevizo","List Item","read",0
"CatalinaTrevizo","List Item","read",1
"CatalinaTrevizo","List Item","read",0
"CatalinaTrevizo","List Item","read",1
"CatalinaTrevizo","List Item","read",1
"CatalinaTrevizo","List Item","read",0
"CatalinaTrevizo","List Item","read",0
"CatalinaTrevizo","List Item","read",1
"CatalinaTrevizo","List Item","read",1
"EmmanuelleJimenez","List Item","read",1
"EmmanuelleJimenez","List Item","read",0
"EmmanuelleJimenez","List Item","read",1
"EmmanuelleJimenez","List Item","read",1
"EmmanuelleJimenez","List Item","read",1
"EmmanuelleJimenez","List Item","read",1
"EmmanuelleJimenez","List Item","read",0
"EmmanuelleJimenez","List Item","read",1
"EmmanuelleJimenez","List Item","read",0
"EmmanuelleJimenez","List Item","read",1
"EmmanuelleJimenez","List Item","read",0
"EmmanuelleJimenez","List Item","read",0
"EmmanuelleJimenez","List Item","read",1
"EmmanuelleJimenez","List Item","read",1
"EmmanuelleJimenez","List Item","read",0
"EmmanuelleJimenez","List Item","read",0
"EmmanuelleJimenez","List Item","read",1
"EmmanuelleJimenez","List Item","read",1
"EmmanuelleJimenez","List Item","read",1
"EmmanuelleJimenez","List Item","read",1
"EmmanuelleJimenez","List Item","read",1
"EmmanuelleJimenez","List Item","read",1
"EmmanuelleJimenez","List Item","read",1
"EmmanuelleJimenez","List Item","read",1
"EmmanuelleJimenez","List Item","read",1
"EmmanuelleJimenez","List Item","read",0
"EmmanuelleJimenez","List Item","read",1
"EmmanuelleJimenez","List Item","read",1
"EmmanuelleJimenez","List Item","read",1
"EmmanuelleJimenez","List Item","read",1
"EstherCoronado","List Item","read",0
"EstherCoronado","List Item","read",1
"EstherCoronado","List Item","read",1
"EstherCoronado","List Item","read",0
"EstherCoronado","List Item","read",0
"EstherCoronado","List Item","read",0
"EstherCoronado","List Item","read",1
"EstherCoronado","List Item","read",0
"EstherCoronado","List Item","read",1
"EstherCoronado","List Item","read",1
"EstherCoronado","List Item","read",1
"EstherCoronado","List Item","read",1
"EstherCoronado","List Item","read",1
"EstherCoronado","List Item","read",1
"EstherCoronado","List Item","read",1
"EstherCoronado","List Item","read",1
"EstherCoronado","List Item","read",1
"EstherCoronado","List Item","read",0
"EstherCoronado","List Item","read",1
"EstherCoronado","List Item","read",1
"EstherCoronado","List Item","read",0
"EstherCoronado","List Item","read",1
"EstherCoronado","List Item","read",1
"EstherCoronado","List Item","read",1
"EstherCoronado","List Item","read",1
"EstherCoronado","List Item","read",1
"EstherCoronado","List Item","read",1
"EstherCoronado","List Item","read",1
"EstherCoronado","List Item","read",1
"EstherCoronado","List Item","read",1
"HarleyHolden","List Item","read",1
"HarleyHolden","List Item","read",1
"HarleyHolden","List Item","read",1
"HarleyHolden","List Item","read",0
"HarleyHolden","List Item","read",1
"HarleyHolden","List Item","read",1
"HarleyHolden","List Item","read",0
"HarleyHolden","List Item","read",1
"HarleyHolden","List Item","read",1
"HarleyHolden","List Item","read",1
"HarleyHolden","List Item","read",1
"HarleyHolden","List Item","read",1
"HarleyHolden","List Item","read",1
"HarleyHolden","List Item","read",1
"HarleyHolden","List Item","read",1
"HarleyHolden","List Item","read",1
"HarleyHolden","List Item","read",0
"HarleyHolden","List Item","read",1
"HarleyHolden","List Item","read",1
"HarleyHolden","List Item","read",1
"HarleyHolden","List Item","read",1
"HarleyHolden","List Item","read",1
"HarleyHolden","List Item","read",0
"HarleyHolden","List Item","read",0
"HarleyHolden","List Item","read",1
"HarleyHolden","List Item","read",1
"HarleyHolden","List Item","read",1
"HarleyHolden","List Item","read",1
"HarleyHolden","List Item","read",1
"HarleyHolden","List Item","read",1
"IndiaFullbright","List Item","read",1
"IndiaFullbright","List Item","read",0
"IndiaFullbright","List Item","read",1
"IndiaFullbright","List Item","read",1
"IndiaFullbright","List Item","read",1
"IndiaFullbright","List Item","read",0
"IndiaFullbright","List Item","read",1
"IndiaFullbright","List Item","read",1
"IndiaFullbright","List Item","read",1
"IndiaFullbright","List Item","read",1
"IndiaFullbright","List Item","read",0
"IndiaFullbright","List Item","read",0
"IndiaFullbright","List Item","read",0
"IndiaFullbright","List Item","read",1
"IndiaFullbright","List Item","read",1
"IndiaFullbright","List Item","read",1
"IndiaFullbright","List Item","read",1
"IndiaFullbright","List Item","read",1
"IndiaFullbright","List Item","read",0
"IndiaFullbright","List Item","read",0
"IndiaFullbright","List Item","read",0
"IndiaFullbright","List Item","read",0
"IndiaFullbright","List Item","read",0
"IndiaFullbright","List Item","read",1
"IndiaFullbright","List Item","read",1
"IndiaFullbright","List Item","read",1
"IndiaFullbright","List Item","read",0
"IndiaFullbright","List Item","read",1
"IndiaFullbright","List Item","read",0
"IndiaFullbright","List Item","read",0
"IyanahSharp","List Item","read",1
"IyanahSharp","List Item","read",0
"IyanahSharp","List Item","read",0
"IyanahSharp","List Item","read",0
"IyanahSharp","List Item","read",1
"IyanahSharp","List Item","read",0
"IyanahSharp","List Item","read",1
"IyanahSharp","List Item","read",0
"IyanahSharp","List Item","read",0
"IyanahSharp","List Item","read",1
"IyanahSharp","List Item","read",1
"IyanahSharp","List Item","read",1
"IyanahSharp","List Item","read",1
"IyanahSharp","List Item","read",1
"IyanahSharp","List Item","read",1
"IyanahSharp","List Item","read",0
"IyanahSharp","List Item","read",1
"IyanahSharp","List Item","read",1
"IyanahSharp","List Item","read",0
"IyanahSharp","List Item","read",1
"IyanahSharp","List Item","read",1
"IyanahSharp","List Item","read",1
"IyanahSharp","List Item","read",1
"IyanahSharp","List Item","read",1
"IyanahSharp","List Item","read",0
"IyanahSharp","List Item","read",1
"IyanahSharp","List Item","read",1
"IyanahSharp","List Item","read",1
"IyanahSharp","List Item","read",1
"IyanahSharp","List Item","read",1
"JamesPerry","List Item","read",0
"JamesPerry","List Item","read",0
"JamesPerry","List Item","read",1
"JamesPerry","List Item","read",1
"JamesPerry","List Item","read",1
"JamesPerry","List Item","read",1
"JamesPerry","List Item","read",1
"JamesPerry","List Item","read",1
"JamesPerry","List Item","read",1
"JamesPerry","List Item","read",1
"JamesPerry","List Item","read",0
"JamesPerry","List Item","read",1
"JamesPerry","List Item","read",1
"JamesPerry","List Item","read",1
"JamesPerry","List Item","read",0
"JamesPerry","List Item","read",1
"JamesPerry","List Item","read",0
"JamesPerry","List Item","read",1
"JamesPerry","List Item","read",1
"JamesPerry","List Item","read",0
"JamesPerry","List Item","read",1
"JamesPerry","List Item","read",0
"JamesPerry","List Item","read",1
"JamesPerry","List Item","read",0
"JamesPerry","List Item","read",1
"JamesPerry","List Item","read",0
"JamesPerry","List Item","read",1
"JamesPerry","List Item","read",0
"JamesPerry","List Item","read",0
"JamesPerry","List Item","read",0
"JanelyMartinez","List Item","read",1
"JanelyMartinez","List Item","read",1
"JanelyMartinez","List Item","read",1
"JanelyMartinez","List Item","read",0
"JanelyMartinez","List Item","read",1
"JanelyMartinez","List Item","read",1
"JanelyMartinez","List Item","read",1
"JanelyMartinez","List Item","read",0
"JanelyMartinez","List Item","read",1
"JanelyMartinez","List Item","read",1
"JanelyMartinez","List Item","read",1
"JanelyMartinez","List Item","read",1
"JanelyMartinez","List Item","read",0
"JanelyMartinez","List Item","read",1
"JanelyMartinez","List Item","read",1
"JanelyMartinez","List Item","read",1
"JanelyMartinez","List Item","read",1
"JanelyMartinez","List Item","read",0
"JanelyMartinez","List Item","read",0
"JanelyMartinez","List Item","read",1
"JanelyMartinez","List Item","read",0
"JanelyMartinez","List Item","read",0
"JanelyMartinez","List Item","read",0
"JanelyMartinez","List Item","read",1
"JanelyMartinez","List Item","read",1
"JanelyMartinez","List Item","read",1
"JanelyMartinez","List Item","read",0
"JanelyMartinez","List Item","read",0
"JanelyMartinez","List Item","read",1
"JanelyMartinez","List Item","read",1
"JettJohnson","List Item","read",1
"JettJohnson","List Item","read",1
"JettJohnson","List Item","read",1
"JettJohnson","List Item","read",1
"JettJohnson","List Item","read",1
"JettJohnson","List Item","read",1
"JettJohnson","List Item","read",1
"JettJohnson","List Item","read",1
"JettJohnson","List Item","read",1
"JettJohnson","List Item","read",0
"JettJohnson","List Item","read",1
"JettJohnson","List Item","read",1
"JettJohnson","List Item","read",0
"JettJohnson","List Item","read",1
"JettJohnson","List Item","read",1
"JettJohnson","List Item","read",1
"JettJohnson","List Item","read",1
"JettJohnson","List Item","read",1
"JettJohnson","List Item","read",1
"JettJohnson","List Item","read",1
"JettJohnson","List Item","read",1
"JettJohnson","List Item","read",1
"JettJohnson","List Item","read",1
"JettJohnson","List Item","read",1
"JettJohnson","List Item","read",0
"JettJohnson","List Item","read",1
"JettJohnson","List Item","read",1
"JettJohnson","List Item","read",1
"JettJohnson","List Item","read",1
"JettJohnson","List Item","read",1
"KamrinDevault","List Item","read",1
"KamrinDevault","List Item","read",1
"KamrinDevault","List Item","read",1
"KamrinDevault","List Item","read",1
"KamrinDevault","List Item","read",0
"KamrinDevault","List Item","read",0
"KamrinDevault","List Item","read",1
"KamrinDevault","List Item","read",1
"KamrinDevault","List Item","read",1
"KamrinDevault","List Item","read",1
"KamrinDevault","List Item","read",1
"KamrinDevault","List Item","read",1
"KamrinDevault","List Item","read",0
"KamrinDevault","List Item","read",1
"KamrinDevault","List Item","read",1
"KamrinDevault","List Item","read",0
"KamrinDevault","List Item","read",1
"KamrinDevault","List Item","read",1
"KamrinDevault","List Item","read",1
"KamrinDevault","List Item","read",1
"KamrinDevault","List Item","read",0
"KamrinDevault","List Item","read",0
"KamrinDevault","List Item","read",0
"KamrinDevault","List Item","read",0
"KamrinDevault","List Item","read",1
"KamrinDevault","List Item","read",1
"KamrinDevault","List Item","read",1
"KamrinDevault","List Item","read",1
"KamrinDevault","List Item","read",0
"KamrinDevault","List Item","read",1
"KearaSchilling","List Item","read",1
"KearaSchilling","List Item","read",1
"KearaSchilling","List Item","read",1
"KearaSchilling","List Item","read",0
"KearaSchilling","List Item","read",1
"KearaSchilling","List Item","read",1
"KearaSchilling","List Item","read",1
"KearaSchilling","List Item","read",1
"KearaSchilling","List Item","read",1
"KearaSchilling","List Item","read",1
"KearaSchilling","List Item","read",1
"KearaSchilling","List Item","read",1
"KearaSchilling","List Item","read",1
"KearaSchilling","List Item","read",1
"KearaSchilling","List Item","read",1
"KearaSchilling","List Item","read",1
"KearaSchilling","List Item","read",1
"KearaSchilling","List Item","read",1
"KearaSchilling","List Item","read",1
"KearaSchilling","List Item","read",1
"KearaSchilling","List Item","read",1
"KearaSchilling","List Item","read",0
"KearaSchilling","List Item","read",1
"KearaSchilling","List Item","read",1
"KearaSchilling","List Item","read",0
"KearaSchilling","List Item","read",1
"KearaSchilling","List Item","read",1
"KearaSchilling","List Item","read",1
"KearaSchilling","List Item","read",1
"KearaSchilling","List Item","read",1
"LaceyWorkman","List Item","read",1
"LaceyWorkman","List Item","read",1
"LaceyWorkman","List Item","read",1
"LaceyWorkman","List Item","read",1
"LaceyWorkman","List Item","read",1
"LaceyWorkman","List Item","read",1
"LaceyWorkman","List Item","read",1
"LaceyWorkman","List Item","read",1
"LaceyWorkman","List Item","read",1
"LaceyWorkman","List Item","read",1
"LaceyWorkman","List Item","read",1
"LaceyWorkman","List Item","read",0
"LaceyWorkman","List Item","read",1
"LaceyWorkman","List Item","read",1
"LaceyWorkman","List Item","read",0
"LaceyWorkman","List Item","read",0
"LaceyWorkman","List Item","read",1
"LaceyWorkman","List Item","read",1
"LaceyWorkman","List Item","read",1
"LaceyWorkman","List Item","read",1
"LaceyWorkman","List Item","read",1
"LaceyWorkman","List Item","read",1
"LaceyWorkman","List Item","read",0
"LaceyWorkman","List Item","read",1
"LaceyWorkman","List Item","read",1
"LaceyWorkman","List Item","read",1
"LaceyWorkman","List Item","read",1
"LaceyWorkman","List Item","read",1
"LaceyWorkman","List Item","read",0
"LaceyWorkman","List Item","read",1
"LaraBester","List Item","read",0
"LaraBester","List Item","read",1
"LaraBester","List Item","read",1
"LaraBester","List Item","read",1
"LaraBester","List Item","read",1
"LaraBester","List Item","read",1
"LaraBester","List Item","read",0
"LaraBester","List Item","read",1
"LaraBester","List Item","read",1
"LaraBester","List Item","read",1
"LaraBester","List Item","read",1
"LaraBester","List Item","read",1
"LaraBester","List Item","read",1
"LaraBester","List Item","read",1
"LaraBester","List Item","read",1
"LaraBester","List Item","read",1
"LaraBester","List Item","read",1
"LaraBester","List Item","read",1
"LaraBester","List Item","read",1
"LaraBester","List Item","read",1
"LaraBester","List Item","read",1
"LaraBester","List Item","read",1
"LaraBester","List Item","read",1
"LaraBester","List Item","read",1
"LaraBester","List Item","read",1
"LaraBester","List Item","read",1
"LaraBester","List Item","read",1
"LaraBester","List Item","read",1
"LaraBester","List Item","read",0
"LaraBester","List Item","read",1
"LeviHoffman","List Item","read",1
"LeviHoffman","List Item","read",1
"LeviHoffman","List Item","read",1
"LeviHoffman","List Item","read",1
"LeviHoffman","List Item","read",1
"LeviHoffman","List Item","read",1
"LeviHoffman","List Item","read",1
"LeviHoffman","List Item","read",0
"LeviHoffman","List Item","read",0
"LeviHoffman","List Item","read",1
"LeviHoffman","List Item","read",1
"LeviHoffman","List Item","read",1
"LeviHoffman","List Item","read",0
"LeviHoffman","List Item","read",0
"LeviHoffman","List Item","read",1
"LeviHoffman","List Item","read",1
"LeviHoffman","List Item","read",0
"LeviHoffman","List Item","read",1
"LeviHoffman","List Item","read",0
"LeviHoffman","List Item","read",1
"LeviHoffman","List Item","read",0
"LeviHoffman","List Item","read",0
"LeviHoffman","List Item","read",1
"LeviHoffman","List Item","read",0
"LeviHoffman","List Item","read",0
"LeviHoffman","List Item","read",0
"LeviHoffman","List Item","read",1
"LeviHoffman","List Item","read",1
"LeviHoffman","List Item","read",1
"LeviHoffman","List Item","read",1
"LibertiSewell","List Item","read",1
"LibertiSewell","List Item","read",1
"LibertiSewell","List Item","read",0
"LibertiSewell","List Item","read",1
"LibertiSewell","List Item","read",1
"LibertiSewell","List Item","read",1
"LibertiSewell","List Item","read",1
"LibertiSewell","List Item","read",0
"LibertiSewell","List Item","read",1
"LibertiSewell","List Item","read",1
"LibertiSewell","List Item","read",1
"LibertiSewell","List Item","read",1
"LibertiSewell","List Item","read",0
"LibertiSewell","List Item","read",1
"LibertiSewell","List Item","read",1
"LibertiSewell","List Item","read",1
"LibertiSewell","List Item","read",1
"LibertiSewell","List Item","read",0
"LibertiSewell","List Item","read",1
"LibertiSewell","List Item","read",1
"LibertiSewell","List Item","read",0
"LibertiSewell","List Item","read",1
"LibertiSewell","List Item","read",0
"LibertiSewell","List Item","read",1
"LibertiSewell","List Item","read",0
"LibertiSewell","List Item","read",1
"LibertiSewell","List Item","read",1
"LibertiSewell","List Item","read",1
"LibertiSewell","List Item","read",1
"LibertiSewell","List Item","read",0
"LiliannaGarcia","List Item","read",1
"LiliannaGarcia","List Item","read",0
"LiliannaGarcia","List Item","read",1
"LiliannaGarcia","List Item","read",1
"LiliannaGarcia","List Item","read",1
"LiliannaGarcia","List Item","read",0
"LiliannaGarcia","List Item","read",1
"LiliannaGarcia","List Item","read",1
"LiliannaGarcia","List Item","read",1
"LiliannaGarcia","List Item","read",1
"LiliannaGarcia","List Item","read",1
"LiliannaGarcia","List Item","read",1
"LiliannaGarcia","List Item","read",1
"LiliannaGarcia","List Item","read",0
"LiliannaGarcia","List Item","read",1
"LiliannaGarcia","List Item","read",1
"LiliannaGarcia","List Item","read",0
"LiliannaGarcia","List Item","read",1
"LiliannaGarcia","List Item","read",0
"LiliannaGarcia","List Item","read",1
"LiliannaGarcia","List Item","read",1
"LiliannaGarcia","List Item","read",1
"LiliannaGarcia","List Item","read",1
"LiliannaGarcia","List Item","read",0
"LiliannaGarcia","List Item","read",0
"LiliannaGarcia","List Item","read",0
"LiliannaGarcia","List Item","read",0
"LiliannaGarcia","List Item","read",0
"LiliannaGarcia","List Item","read",1
"LiliannaGarcia","List Item","read",0
"m20290246","List Item","read",1
"m20290246","List Item","read",1
"m20290246","List Item","read",1
"m20290246","List Item","read",1
"m20290246","List Item","read",1
"m20290246","List Item","read",0
"m20290246","List Item","read",1
"m20290246","List Item","read",1
"m20290246","List Item","read",0
"m20290246","List Item","read",0
"m20290246","List Item","read",1
"m20290246","List Item","read",1
"m20290246","List Item","read",0
"m20290246","List Item","read",0
"m20290246","List Item","read",0
"m20290246","List Item","read",1
"m20290246","List Item","read",0
"m20290246","List Item","read",1
"m20290246","List Item","read",1
"m20290246","List Item","read",0
"m20290246","List Item","read",1
"m20290246","List Item","read",1
"m20290246","List Item","read",1
"m20290246","List Item","read",1
"m20290246","List Item","read",1
"m20290246","List Item","read",1
"m20290246","List Item","read",0
"m20290246","List Item","read",0
"m20290246","List Item","read",0
"m20290246","List Item","read",1
"M20304460_DNI","List Item","read",1
"M20304460_DNI","List Item","read",0
"M20304460_DNI","List Item","read",1
"M20304460_DNI","List Item","read",1
"M20304460_DNI","List Item","read",1
"M20304460_DNI","List Item","read",1
"M20304460_DNI","List Item","read",1
"M20304460_DNI","List Item","read",1
"M20304460_DNI","List Item","read",1
"M20304460_DNI","List Item","read",1
"M20304460_DNI","List Item","read",1
"M20304460_DNI","List Item","read",1
"M20304460_DNI","List Item","read",1
"M20304460_DNI","List Item","read",1
"M20304460_DNI","List Item","read",1
"M20304460_DNI","List Item","read",1
"M20304460_DNI","List Item","read",1
