Username,ID,ExperimentName,Session,Trial,Date,TimeDif,"Condition Number","Stimuli File","Order File","Condition Description","Condition Notes",Stimuli*Cue,Stimuli*Answer,Stimuli*Shuffle,"Stimuli*Stimuli Notes",Stimuli*Value,Procedure*Item,"Procedure*Trial Type","Procedure*Max Time","Procedure*Min Time",Procedure*Text,"Procedure*Procedure Notes",Procedure*Shuffle,Procedure*,Response*RT,Response*Response,Response*Accuracy,Response*RTfirst,Response*RTlast,Response*strictAcc,Response*lenientAcc,Response*focus,Response*Focus
20291142,ls1ug12wht,"DRM Reactivity 1_MSU",1,1,2023-11-16T18:28:27+00:00,6.6441929340363,9,Stim_A.csv,Read_A.csv,"Read A",Read,,,,,,0,Instruct,-,5,"In this section, you will be presented with a series of words. Please study each word carefully. Your memory will be tested! Click next to continue.",Initial_Instruct,Instruct1,,5937,,,-1,-1,,,,1
20291142,ls1ug12wht,"DRM Reactivity 1_MSU",1,2,2023-11-16T18:28:51+00:00,24.186009168625,9,Stim_A.csv,Read_A.csv,"Read A",Read,,,,,,0,Instruct,User,-,"You will now begin the study. Click next when you are ready to begin.",,Instruct16,,23781,,,-1,-1,,,,0.794
20291142,ls1ug12wht,"DRM Reactivity 1_MSU",1,3,2023-11-16T18:29:13+00:00,21.287817001343,9,Stim_A.csv,Read_A.csv,"Read A",Read,Mountain,Mountain,R1,Related,7,6,Study,User,-,,Related,R1,,20952,,,-1,-1,,,,0.815
20291142,ls1ug12wht,"DRM Reactivity 1_MSU",1,4,2023-11-16T18:29:16+00:00,3.4882979393005,9,Stim_A.csv,Read_A.csv,"Read A",Read,Cave,Cave,R1,Related,11,12,Study,User,-,,Related,R1,,3137,,,-1,-1,,,,0.625
20291142,ls1ug12wht,"DRM Reactivity 1_MSU",1,5,2023-11-16T18:29:19+00:00,3.345006942749,9,Stim_A.csv,Read_A.csv,"Read A",Read,Canyon,Canyon,R1,Related,3,7,Study,User,-,,Related,R1,,3028,,,-1,-1,,,,0.667
20291142,ls1ug12wht,"DRM Reactivity 1_MSU",1,6,2023-11-16T18:29:29+00:00,10.016983032227,9,Stim_A.csv,Read_A.csv,"Read A",Read,Lake,Lake,R1,Related,10,4,Study,User,-,,Related,R1,,9707,,,-1,-1,,,,0.333
20291142,ls1ug12wht,"DRM Reactivity 1_MSU",1,7,2023-11-16T18:29:36+00:00,6.5592629909515,9,Stim_A.csv,Read_A.csv,"Read A",Read,River,River,R1,Related,2,8,Study,User,-,,Related,R1,,6234,,,-1,-1,,,,0.484
20291142,ls1ug12wht,"DRM Reactivity 1_MSU",1,8,2023-11-16T18:29:40+00:00,3.8374528884888,9,Stim_A.csv,Read_A.csv,"Read A",Read,Rock,Rock,R1,Related,5,11,Study,User,-,,Related,R1,,3511,,,-1,-1,,,,0.611
20291142,ls1ug12wht,"DRM Reactivity 1_MSU",1,9,2023-11-16T18:29:46+00:00,6.4892780780792,9,Stim_A.csv,Read_A.csv,"Read A",Read,Hill,Hill,R1,Related,6,2,Study,User,-,,Related,R1,,6157,,,-1,-1,,,,0.407
20291142,ls1ug12wht,"DRM Reactivity 1_MSU",1,10,2023-11-16T18:29:53+00:00,6.3703451156616,9,Stim_A.csv,Read_A.csv,"Read A",Read,Island,Island,R1,Related,9,13,Study,User,-,,Related,R1,,6022,,,-1,-1,,,,0.111
