Username,ID,ExperimentName,Session,Trial,Date,TimeDif,"Condition Number","Stimuli File","Order File","Condition Description","Condition Notes",Stimuli*Cue,Stimuli*Answer,Stimuli*Shuffle,"Stimuli*Stimuli Notes",Stimuli*Value,Procedure*Item,"Procedure*Trial Type","Procedure*Max Time","Procedure*Min Time",Procedure*Text,"Procedure*Procedure Notes",Procedure*Shuffle,Procedure*,Response*RT,Response*Response,Response*Accuracy,Response*RTfirst,Response*RTlast,Response*strictAcc,Response*lenientAcc,Response*focus,Response*Focus
LeviHoffman,rv9m1p27wi,DRM1_MSU,1,1,2023-11-16T17:57:20+00:00,7.8771209716797,1,Stim_A.csv,Read.csv,Read,A,,,,,,0,Instruct,-,5,"In this section, you will be presented with a series of words. Please study each word carefully. Your memory will be tested! Click next when you are ready to begin.",Initial_Instruct,Instruct1,,5448,,,-1,-1,,,,1
LeviHoffman,rv9m1p27wi,DRM1_MSU,1,2,2023-11-16T17:57:22+00:00,2.6733870506287,1,Stim_A.csv,Read.csv,Read,A,,,,,,0,Instruct,User,-,"You will now begin the study. Click next when you are ready to begin.",,Instruct16,,1674,,,-1,-1,,,,1
LeviHoffman,rv9m1p27wi,DRM1_MSU,1,3,2023-11-16T17:57:27+00:00,4.8095109462738,1,Stim_A.csv,Read.csv,Read,A,pane,,Win_1,,,2,Study,User,-,,Window,Win_1,,4093,,,-1,-1,,,,1
LeviHoffman,rv9m1p27wi,DRM1_MSU,1,4,2023-11-16T17:57:29+00:00,2.2184710502625,1,Stim_A.csv,Read.csv,Read,A,sill,,Win_2,,,3,Study,User,-,,Window,Win_2,,1530,,,-1,-1,,,,1
LeviHoffman,rv9m1p27wi,DRM1_MSU,1,5,2023-11-16T17:57:32+00:00,2.2293858528137,1,Stim_A.csv,Read.csv,Read,A,shutter,,Win_3,,,4,Study,User,-,,Window,Win_3,,1430,,,-1,-1,,,,1
LeviHoffman,rv9m1p27wi,DRM1_MSU,1,6,2023-11-16T17:57:34+00:00,2.2745690345764,1,Stim_A.csv,Read.csv,Read,A,curtain,,Win_4,,,5,Study,User,-,,Window,Win_4,,1512,,,-1,-1,,,,1
LeviHoffman,rv9m1p27wi,DRM1_MSU,1,7,2023-11-16T17:57:37+00:00,2.6326429843903,1,Stim_A.csv,Read.csv,Read,A,door,,Win_5,,,6,Study,User,-,,Window,Win_5,,1829,,,-1,-1,,,,1
LeviHoffman,rv9m1p27wi,DRM1_MSU,1,8,2023-11-16T17:57:39+00:00,2.3309450149536,1,Stim_A.csv,Read.csv,Read,A,ledge,,Win_6,,,7,Study,User,-,,Window,Win_6,,1622,,,-1,-1,,,,1
LeviHoffman,rv9m1p27wi,DRM1_MSU,1,9,2023-11-16T17:57:42+00:00,3.2514870166779,1,Stim_A.csv,Read.csv,Read,A,glass,,Win_7,,,8,Study,User,-,,Window,Win_7,,2433,,,-1,-1,,,,1
LeviHoffman,rv9m1p27wi,DRM1_MSU,1,10,2023-11-16T17:57:44+00:00,2.2914519309998,1,Stim_A.csv,Read.csv,Read,A,view,,Win_8,,,9,Study,User,-,,Window,Win_8,,1727,,,-1,-1,,,,1
LeviHoffman,rv9m1p27wi,DRM1_MSU,1,11,2023-11-16T17:57:48+00:00,3.1308960914612,1,Stim_A.csv,Read.csv,Read,A,screen,,Win_9,,,10,Study,User,-,,Window,Win_9,,2442,,,-1,-1,,,,1
