Item,Trial Type,Max Time,Min Time,Text,Procedure Notes,Shuffle
0,Instruct,-,5,"In this section, you will be presented with a series of words. Please study each word carefully. Your memory will be tested!",Initial_Instruct,Instruct1
0,Instruct,User,5,"After studying each LIST of words, you will be asked to rate your ability to remember ALL of the words in the list on a later test. You will make these ratings using a scale of 0 to 100. A rating of 0 = WILL NOT REMEMBER, while a rating of 100 = WILL DEFINITELY REMEMBER. Please try to be as accurate as possible with these ratings! ",,BLIPBLOOP
0,Instruct,User,1.25,You will now begin the study. Click next when you are ready to begin.,,Instruct16
2,Study,User,1.25,,Window,Win_1
3,Study,User,1.25,,Window,Win_2
4,Study,User,1.25,,Window,Win_3
5,Study,User,1.25,,Window,Win_4
6,Study,User,1.25,,Window,Win_5
7,Study,User,1.25,,Window,Win_6
8,Study,User,1.25,,Window,Win_7
9,Study,User,1.25,,Window,Win_8
10,Study,User,1.25,,Window,Win_9
11,Study,User,1.25,,Window,Win_10
12,Study,User,1.25,,Window,Win_11
13,Study,User,1.25,,Window,Win_12
0,Instruct,User,-,You have completed this section and will now be asked to judge your ability to remember the list items you just studied. You will have four seconds to type your rating. Please click next to continue.,,Next_List1
0,JOL_GLOBAL,5,5,,Related,JOL1
0,Instruct,User,-,You have completed this section. Please click next.,,Instruct166
0,FreeRecall,30,30,"Please type as many words as you can that begin with the letter ""K"". The computer will automatically advance to the next screen in 30 seconds.",,FILLER
0,Instruct,User,4,You have completed this section. Please click next.,,Instruct166
0,Instruct,User,4,"You will now complete a memory test for the words you just studied. Please type as many words from the previous list as you can seperated by a comma. Spelling will not count against you and you can recall the words in any order.  This test will be timed for one minute, and the computer will automatically advance once time is up. Click next when you are ready to begin.",,Instruct1666
0,FreeRecall,60,60,Please type as many words as you can from the previous study list in any order. Please separate each word with a comma. Spelling will not count against you. This screen will automatically advance in one minute.,,RECALL_Test
0,Instruct,User,3,You will now be presented with a new study list. Click next when you are ready to begin.,,NEXT_LIST
14,Study,User,1.25,,Rough,R1
15,Study,User,1.25,,Rough,R2
16,Study,User,1.25,,Rough,R3
17,Study,User,1.25,,Rough,R4
18,Study,User,1.25,,Rough,R5
19,Study,User,1.25,,Rough,R6
20,Study,User,1.25,,Rough,R7
21,Study,User,1.25,,Rough,R8
22,Study,User,1.25,,Rough,R9
23,Study,User,1.25,,Rough,R10
24,Study,User,1.25,,Rough,R11
25,Study,User,1.25,,Rough,R12
0,Instruct,User,-,You have completed this section and will now be asked to judge your ability to remember the list items you just studied. You will have four seconds to type your rating. Please click next to continue.,,Next_List1
0,JOL_GLOBAL,5,5,,Unrelated,JOL2
0,Instruct,User,-,You have completed this section. Please click next.,,Instruct166
0,FreeRecall,30,30,"Please type as many words as you can that begin with the letter ""L"". The computer will automatically advance to the next screen in 30 seconds.",,FILLER
0,Instruct,User,4,You have completed this section. Please click next.,,Instruct166
0,Instruct,User,4,"You will now complete a memory test for the words you just studied. Please type as many words from the previous list as you can seperated by a comma. Spelling will not count against you and you can recall the words in any order.  This test will be timed for one minute, and the computer will automatically advance once time is up. Click next when you are ready to begin.",,Instruct1666
0,FreeRecall,60,60,Please type as many words as you can from the previous study list in any order. Please separate each word with a comma. Spelling will not count against you. This screen will automatically advance in one minute.,,RECALL_Test
0,Instruct,User,3,You will now be presented with a new study list. Click next when you are ready to begin.,,NEXT_LIST
26,Study,User,1.25,,Anger,A1
27,Study,User,1.25,,Anger,A2
28,Study,User,1.25,,Anger,A3
29,Study,User,1.25,,Anger,A4
30,Study,User,1.25,,Anger,A5
31,Study,User,1.25,,Anger,A6
32,Study,User,1.25,,Anger,A7
33,Study,User,1.25,,Anger,A8
34,Study,User,1.25,,Anger,A9
35,Study,User,1.25,,Anger,A10
36,Study,User,1.25,,Anger,A11
37,Study,User,1.25,,Anger,A12
